compo	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021	2022		
BiCHNOPr							1																						
BiLaOPbS																			1							2			
NdOYbZr															1														
CuEuMnOScSr			1																										
CGdHOPRu												1																	
CGeHNOY												1																	
AlCoScU								1																					
CdErPt																							1						
GaHoPd																													
BaCuDyOPSr		1																											
CdCeCuNdOPbSr	1																												
HoMoOSb																1													
LuOZr																1													
BiLaOPbW					3																								
FKTbYb			1																										
HoNaNbOTi										1																			
AlCoScY								1						1															
BFGdNa																									1				
CuGdLuORuSr									2																				
CClErHKO																						1							
CrNdOSr													5		3														
NdPtZn																1													
CFHSSm										1																			
AlAuDyGe										1																			
CHORbTbV																													
AsHNaOPdSc																											1		
HILaNdO																				3									
AgCeSb	1						1																						
BaCuGdOPr	2	22	2		5			17																					
BiEuLuOV																							1						
LuNaOPW																													
CHKNaOSiTmW																			1										
EuOSrZr														5															
HNaOPrS																													
CHPYb																					1								
HoMoOSm													1																
AlOTmYYb																						1							
AlCFGdNaOSiSm																										1			
AgCeSe															4														
CFHNNiOPSm					1																								
AgOPrSe					1																								
BiCaOScSr						1																							
BBaCeCuLaO																													
CCeCl													1	1		3													
CuOWY																	1												
AgAlCeKLiOSbSi																													
HNaOPrW	2	1			1									1												1			
EuHNOP													1																
OScTeV																		1											
AlCeKMgOSi																			1										
GaHoPt																									1				
CdCoGeSm																							1						
AuMnY																		1											
AsCuTb																													
AlCaCeLiO																			8					5					
HoMoOSr																				1		2							
AgCeSi						14				2																			
CoHMgPr																											1		
EuNNbO													2																
AlCaEuOSiY																													
BFeSiY																													
EuHNOS													1		5														
AlFeGd		4						1		5		3	1		2									3					
ErLaMgOSrW																													
CClEuGeHNO														1															
AgCeSn										1																			
LuNaOPd											1																		
AgCuGdMgY														6															
CdTb											1								3										
EuGdOSrW														9															
BErGdOW																													
CeFGdNaOPSrTb																									11				
PPrRhRu											5																		
BCHLiOY					1		1		1																		1		
EuHNOY																	4		1	1		1	1	3					
ClCuGdHO																						1							
HNNbNdORb																								1					
BPrPt								2																					
CClHLiNOSiYb			1	1		1		3	1			2	1	5			1	2		1	3	2				1	1		
CdCuHo										1				1															
MoNiORbYb													2																
AsCuTm																													
CuMnPTb																		1		1									
CdEuPS													1																
GeMnScSn										1																			
HInPdPr									1																				
BaFeMnOSm														4															
CHKOTmV																							1						
CeHLaOPTb																								1					
BaCaErOSnTi																									1				
CGdHNOReS											1																		
CaErOScSi																					2								
CdTm											1																		
CoHoLaOSr											1																		
CGdHNOReU														1															
CaLaLiOTa									1				1												1				
BiLaN																				1									
CaGdGeOSiTb																								1					
AuCHNNdO												1					1												
BiLaO	3	6		4	14	5		4	1	1						1	1		1				1	2					
HLaOTa											2				1									1					
BaLiMoOTb																1							1						
HLaOTb																													
CFeLa	1																												
BCeClO								2																					
CrKOPYb											1																		
CaLaLiOTe																													
CeHoO		1	6											1															
BaEuKMgOP																											2		
AlBiGaOY																									4	2			
CClFGdHNO		1									3		1		2	2		1		2	1	4			3	4	3		
CCeHILiO																		1											
BiLaS																					1								
HLaOTe																													
FRbTbZn																							1						
CCeHILiNO																		2					2						
CClHMgOSm			2	1			2													1									
CdEuPb																													
CaLaLiOTi																	4												
CGdHNPPd																											1		
AlDySSi														2															
CuGdIn												2	1																
CeCoGaH								1																					
LaMnOPbY												4										1							
BaOPrRuSr																							6						
AlMgOYbZn																													
HLaOTi	1	2	4			1																	1						
CdEuPd							1																						
BrCCuHNNdO					1						1						1	1			1				1				
KPrTe								3																					
AlCFHoNaOSiYYb																	2												
CCeNSiY											4					1						2							
BaLuOTaYb					1																								
LuNbOSr																													
NNdTe										1													1						
HMgOPrSe																													
CEuHKOSiW													1																
BaLiMoOTm																1													
CErHKNaOPSbW																										1			
CEuHLaNaOTb																											2		
DyGdNdOSmYbZr																											1		
LaNbOPZr									1																				
LaMgOSrTbW																			1										
BaIrOSrTb										14																			
KPrSSi											1																		
BBiGaOSrY																								2					
AsEuZn																	1							1					
CuLaZr																				4									
HoNaTe																													
FRbY									2																				
AlFeHHo																													
ClCuNbOPr																				1									
COPSrY																										1			
BiGdNbOSrTi																													
CGdHOPSe																					1								
AuInSc	1																										3		
CaCoFeOPbY																													
CFeLu																													
CsOPY													1									1							
AlBaClFLaNaZr																									2				
BaFLaNaZr							31																						
CFHOSSeYb							1																						
CClHLiOScSi			2	1				1				1						1				3							
AgNd		2																											
LaOPTiZr		1																											
CClFHHoO									1													1							
CaCeGdOTiU																							1						
HOPYb		1	1		1			2								2					2						1		
LuPdSc																					1								
CCoEuHOP																				1									
GeHNaOTmW																			1	1									
CFeGeHNOSmW																								1					
CClFeHLaNO			2	3		2		1	2		8				1							1	2	2		2	2		
AuInSm	1			1																									
AuGeNd			1																										
GdHgSe					1																								
CaClLaO							2																		1	1			
CuHoMoO					1																								
BCHOScSi								1		2		2								1									
BiFeOTbTi																									1				
AlBLiOPbPr																						6							
BaCaOY							1																						
CClFeHLaNS																													
CFGdHIrNNaO																					1								
LaNdO						1																4							
NiSSmSn																									1				
GaIrSc	1																						1						
CaCeSbZn																								1					
LuPdSi			1	1										1															
AlCaLaMgNdO																													
BrFeGd																													
AlFeGdOSmTmY																													
CHSYb	2		1			4		2		1														1					
CuDyFeOZn				1																									
AsCGdHKLiOW																				1									
KOWYb					2		1																						
AsGdHOU						9																							
AlBCuNiScSiTi																													
ClGdHIO								1																					
LaNdS														1															
AsGdHOW													1	1															
CCuFeHNNaOSm																									1				
LuPdSn																													
CeGeMgOSiY															4														
CHNOSiWYb																									1				
BCFHLaN													1	1															
CaErGeOYYb																3										2			
BaErFGdYb																							1						
ClNdRbY																													
CdCoGeTb																							1						
BCFHLaO											9		1																
BFeNbSiTb																			7										
LaLiNbOTaTi																								1					
BCEuFHN																									1				
BCEuFHO			1																1										
HoMoOTi																													
GaIrSm						1																	5						
FeGeLaMn		4									1																		
BaCOTb										7																			
AlFeHY																													
NaNbNdORb									1																	1			
FeOScSr							1														1		1	1					
MnNiOPrSr																							1						
CaCeMgOSi														1															
CuFeNdOZn				1				4																					
BaCaLaOSiTi												6																	
BrCClDyFHNOPZn																				1									
LaOSiVZn																					1								
BHoLuRh																													
BrGeLa										1																			
CGdHNNaOSiW																1													
CdCuHoOPbSr																													
HoMgNi													1		1												1		
NbNdPbSe																									1				
ClCuHOSm																						1							
BEuMgOSmSr												3																	
FLiPrY																													
BaSY																													
CdCoGeTm																							1						
GdNaOWYb								5						2															
FKTbZr			1																										
CClFHKNOTb																							1						
AlBFeGeNd	1																												
EuHNPS													1																
BaCOTm																							1						
CCoGdHNNiO																								1					
GdOPrSbSrZn																													
CaHoORu																						1							
BCDyHOSi											1																1		
CoNaOSm								1																					
BGeNdOSi																													
BBaEuFLiOTe			1																										
AlBCCeHN																											4		
AsFFeLaORu															11														
CaGeYb																											1		
BLiOYYb																1													
AsBCeHKNNaOW						1																							
BaCoGdLaO																									4				
ErLaMnSi												10																	
AlAuCoFeNiY																									1				
DyRh						1																							
BHoLuRu																													
LaN			11					1	1	1		3	16	1											1				
AlDyLiNaOPSr																										1			
HLaOUV																	1							2					
LaO				37	4		2				3	4	7	11		16		1			1		1	1					
BiLaOPrTi															1														
BCCoGdHNO								1																					
DyFeLuSi															2														
LaP			2				2	1					1																
HMoOTbTe																													
BiCaCuLaOPbSr												1	1	1		3				7									
CaEuOSnY													1		5										5				
AlFeHo	1		1		1							1																	
BCClDyHNO	1													1	1							4	3				6		
LaS		1	2	1		2						1		1	2		1												
ErGaHoOY																									1				
CClHMgOTb																											2		
CCeFeHKOPSi																										2			
LuNbOTa																													
ClGdHOYb																													
LuNbOTb																						1							
AgCHOPrSSeW												1																	
LaV																										1			
HoLaPbSSi																									3				
ErHKNaNiOSbW																									1				
CClCrHMnNOTb																				1									
FeNiOPrZn																4				2									
BaSm	1																												
BiCaFeVY															1														
GdHOZr															1	1													
BiCHOSm																							1						
CClHNSiY	2	1		4		1			1	1		1	1					1	1				2		3				
AgCeOTbW																						1							
AuCeCu	3		1	1					1			1																	
FeHLaPrSi																	2												
BBrHLaO																	1	1											
CaErGdOW																				1									
DyRu																													
LuNbOTi													4																
CaFeLaMnNdOSr						1																							
BaFeLaOZn							4								3										2				
BCoGdSi																	1												
CsNdSSi																								1					
CuKMoOTb																													
BCHHoLiOSi	2																												
CClFGdHOP									1																				
CePbSSi																	1												
CeCoCuNiSm																											1		
CsFSm																													
CoGeHo											1						1												
AlCeNOSiSmY																					6								
OPbSbY																			4										
CePbSSn													1																
AgEuMoO	1								1											1									
CaOSmVY														1															
CFHOScSi											1																		
GaGdInNi																					2								
FeHoNNb			1																										
BaFLaNdZr																													
ClHLaOTa																													
CsFHoNa																													
CCuDyHKNO																						1					1		
AlOSiY			6					19								2								2					
AlBiEuFeGaOY					5																								
CErHNOSiW															1				1						1				
AlOTbZn																								1					
CeGeSZn																								1					
AlPrRuSi						1																							
HMoOPr										1																			
HOSYb																2						1		1					
AlCeCoCuLaMnNdNiPr															3														
ErEuOTbY																					1								
EuLaNaOSrW																								4					
AsFeORbSm																													
AuInTb	1						1																						
EuGeHKOTb																	2												
AlBCaMoNaNdOSi																					1								
CCdClHHoNO														1				1				1		1					
CdHKNdOP																													
AlEuFeO																													
BaCuOPtSnY																													
CHVYb																					1								
CeCuInNdO																													
FHoRb									1		1																		
KLuO													1																
CErFHINO																							1			1			
CdErRh																							1						
BiErOTeTmWZn																										1			
BeOSiYYb							1																						
CFHNNiOSTb															1							1		1					
CClFHNOPYb																		2											
CaEuGeOV																											1		
AuSnY												1									1								
BrCuGdOSe													1																
CCuFeHNNaOTb																									1				
EuOScYbZr																													
LaOPSrTb															1										2				
CCeCoHKNO																			1										
HoOsSi																													
AuInTm	1																												
CGePr																1			1										
CaEuGeOY																						1							
BaBeLaO																													
DyHfMoOTl															2														
CeInIrLa												1																	
CClFeHLaOP																													
GdHgTe																3													
LaMnOPbRu					1						5														2				
LuPdTe									1																				
CaHoLiOWYb																										1			
CaLiOPYb	1																												
CoHfNbSm													1																
CoMnYb																													
BaCaHoO																													
AlCaCrHfLaOYb																										9			
EuLuSe													1																
GaIrTb	1					1																	1						
CErFGdHNO																		1								1			
HoOsSn																													
NiSbSc										1																			
CoFeNbOPrSr																									3				
LaOPSrTh																								4					
LaMoOSrTc															1														
EuMgMnNiO													3																
BaCOUY																													
CoLaNdPrSm																											1		
CaFeGaOYZr																													
GaNdOPr											3																		
BCFHSc										3							4												
BiCeN																				1									
OSbTbY																						1							
CaHoOSb																						1							
BaBiMnOPrSr																								1					
CdErRu																				1									
CdY									1																				
HoLaNO																													
BiCeO					4									1		3	1	3	6	6			2		2				
FeGeLaNi																	5												
ClLaXe										1																			
CClDyHMnNOPS													1																
GeMnSiSm		3			1																								
GaHoRh								1														1							
CHLiOSiY	1	1		1					1					1				2		3	4					2			
LaMoOSrTi																						3							
AlInOY									1																				
CLaNScSi																													
CeCuHgOSmSrW					1																								
BaEuIrORu										1																			
DySU																									1				
FeGaHSm			1																										
CeCuHgNdOSr																													
HoMnORu																	1												
AgLaOTaTi																									1				
BiCoCuLaOPbSr							3																						
CaHoOSi																										1			
CrFeHoO																					6	3		1					
GaIrTm	1					1																	1						
NiSbSm									1																				
AsAuPr															1														
AsLa					1		1	1					1																
BCFHSm			1		1																			1					
AsCClHNOSeY																						1							
FeIrY																													
CHNNdPSe																										2	1		
BPrRe																													
CaCeOPSc																					8								
BCHoNi	2	4	1																										
AgCuGdMgNiYZn													1																
BiCeY																													
BaCuGdORu					1	1											5												
CaHoOSn														1															
AlBaFGdLiOSbSi																1													
EuOTeY																7													
CHNOSY	1		12	2	1	5	5		1	3	3	1	3	7	11	5	8	8	10	12	7	8	8	4	8	4			
BPrRh																													
CHNNdPSi													1		3	1			1		1			1					
CoInLa							1			1																			
BaMnMoNdO																			11										
EuLiNbO																									1				
CClErHNNiOP																			1	1									
CClHNOSiY	2	1		4	5	1				1	6	2	1		5	1	2	3	2		1				1		5		
CuNdOPd			4																										
GaHoRu					1			1																					
CuGdKS			1																										
CHNOSSeYb																											1		
CHILaNaORu																													
CCeEr																													
CaCuErKS											1																		
DySb						2		1																					
CaClNdOSe												1																	
CHNaNd					1																								
DySe												1					1												
HMoOTeTm																													
CuOYb					1																								
CHNOSc	2		1		6	4	14	11	2	8	3	9	10	17	12	20	12	7	22	13	7	3	6	14	37	14	15		
BFeTbZr																											1		
BiCHOTb																							1						
CaEuMgMnOSi												6	1						1								9		
AlBBaClEuNaO																					6								
BPrRu															1														
DyHMnTb																													
DySi	2		1				3	1		1	2			2	2	5	1	4	3										
BClEuHO																	1		1							1			
CuNbNdOSr																													
HoLaNi										6										6									
AlErGaOY																							1						
AlGeLa				3																				1					
BOYb						1			1							1						1		1	5				
AlCeGaGdOYb																					5								
CCdDyHNOS											1																		
AsLu								1																					
CuNdOPr																													
CsISm																													
CFeNY																						1							
HKNdOSe			1																										
DySn													4					1											
AgBaCuOPr											1																		
BCHHoNOW															1														
CrLaOSmSr															3														
ErInIr																													
CHNOSm	23	7	35	18	49	24	15	38	33	41	47	56	40	52	46	50	49	74	59	73	89	52	79	61	74	59	75		
ClHOPm																													
BFeRhSc						1	1																						
CoInLu																							1						
HKNdOSi				1																									
BaLiMoOY																1													
EuLaMoNaO												1						1							2				
BaLaNaOTe																			1										
BCHLuNO				1										1	2	3	5	1	3	1	1	1	2	7					
BLiOYZr																										2			
BCHLuNP																1													
BaCaLaOTiZr																						1							
CCeFeMn																													
CdCoLa														1															
CaEuLiNOSiSr																					7								
HOVYb																								1					
AsKOSmW						1																							
ClHOPr				1							2							1			1		1		5				
CaLaMgNiY																					4								
BCClDyHOY																								2					
BaCoOPr	1		1	2	9	5	2	4	5	7	15			1	2	12									3	5	2		
CErNRbSi															1														
CClHLiOSiSm	2	1	3			4	1	1	1																				
BaLaNaOTi																							4						
CFeNd	8	1	16		4	4																							
AsCeCoFeO														3	3														
BiCaKLaNbOPb																													
HLuOSiU											1	3					1												
AgGeLaMn																							1						
ClHIOSm								1																					
CsFTm																													
GeHoNiS																				1									
BiDyNaOTi																		1											
CuGaLa																				1									
OPbScW									1																				
DyHMnY				7																									
AsFeORbTb																						1							
MgOPSmZn																								4					
BaFLaS																													
AlGeLu																1		1		1									
AuInUY																													
CHNNiScU																													
BCHOSiSm	1		1	2									2																
BMgOSmSrY			1																										
CeCuDyOSr					1																								
CHNNiScV																					1								
AlBaHoOZr																													
LaMnOPbSb																								1					
AlCoOScZn																													
MgOPSmZr								2																					
BaDyOP																										1			
ClGdHN																													
EuKMoOPTbVY																1													
ClGdHO				1	2						1			1	2			2			1		1			1			
CClFHNOSYb					1			1		1	1	1				1		4			2		1	1					
CClEuHLuNOPS																													
CCeFH								3		20			9	1	2	14													
CeErO		1	10											1	5	13	9		1										
CCeFI																													
NaOTbTi												1	1																
BaFLa		1		5			1				1				2		1	1		6	1	2	1			1	9		
BaFNdOZr	1																												
BaDyOU												1		1															
BaDyOV																													
CeF				3						4		1													1				
BaKMoOYb																											1		
ErNiSbSn												3																	
BaDyOW									1														5						
CCeFN																		1											
BCoDyFe						1																							
BrCHNNdOReS											1																		
CeH					18		1	2				1	1		6														
CdCoLu																				1									
LuNOSi							1														1								
BiGeHo																1													
EuGdNiO					1																								
CdErSe																													
CCeFO																				1	1								
CeI	1						1									1													
BBrCHNNdO									1																				
LaMnOPbSm								2				3								3									
LaMnOPbSn			3																										
OPbSiSrY																													
CaFLuMnNaOSi																		1											
AlBCaOY											1																		
CsLaNbO														1					2										
CuGaLu																													
CeN			16		2		1							1									1		1				
EuKOPScV						4																							
DyMgOSmZr																4													
LaMnOPbSr					5						1																		
CeO	4		2	27	13	3	1	1		4	4	7	8	3	7	1	2	3	2	5	3	2	1	2			1		
BrCEuHINO																													
GeMnSiTb										4		3																	
CeP		1	2	1					1																				
CdGdOSbTi																													
BiCHNOSm																								1		1			
CeErOSY														13															
CeS	3			4								2		2					1										
CClHLaLiMg																													
BaOPtYbZn	1																												
CFeTiY																													
AlErOYb															11									1					
HKNaOSiY			2																										
CeU	1																												
NiSbTb	1																		1										
HoLaOYb																								1					
GaHoSb														1															
CCsFHLaO											1				1		3			1									
CHNNdSSe				1																									
AgCClHHoNOS																											2		
CeW																						1							
BiNdORe											1																		
BCFHTb																							1	1					
BiFeY								1																					
HPbYb		1																											
CaHoOTa												1																	
BaDyLaOSiTm																								5					
BaFLu	1		1														1	1				1							
CsFNaTbY																2													
CCsEuFHO													1		1	1	3			5	1					1	1		
FHoSr																													
CeY						2																							
CHNNdSSi																2													
CaDyOZr																										6			
BaCsEuMgOPSi																								5					
LiOScSe																					3	1							
BiNdORh														1															
CaEuGePb																	2												
BBaClEuOY																		1											
BCErFH																						2							
CFHHoNOP						1										1			2	2									
CClHLuNaOSi																													
CClErHNO	5	9	13	10	6	6	8	6	15	8	1	8	9	14	12	5	5	9	9	11	10	11	15	10	9	15	10		
BaCuGdOSm																													
HgLaMnOSr										2																			
HoMnOSr				1	1																								
HoLaOS																										1			
LiOScSi																						1							
BaCuGdOSn																													
CHLaNNaOP				1		1	1		2								1					1			1				
CFHHoNOS				1		1		2	1		1	3	3			1		3	4	7	1			5			2		
HoMgPb															1														
AuGePr			1																										
CCeFe	1																			3									
CCeFeNO	1																												
LaSSrV	3																												
CaHoOTi														4															
CClEuGdHNO												1								1							1		
NiSbTm					1																					3			
HoMgPd																	1												
CHLaNNaOS										3			1			1													
CClErHNS																					2	3							
GdNiOZr																	1												
BCFHTm																						2							
BiMnYb																						1					1		
ILaSSi				1																									
BaCuGdOSr	22	2			1					1			1																
CaCeOPTb																						11		1					
BrCeSSb						2																							
AgCeKTe			1									1																	
CHNaOY			3		2										2	1									1	1	2		
CrOTiY																							2						
CdDyOSi																	5		1										
MnNaOTiY																									1				
CHLaNNaOW	1																												
HIMoNdO								1																1					
KMoOY																										1			
BPrSi			1																										
AlNiPdSc																				1									
DyLaLiOSb																								1					
CeErOSm																			2										
CeCoDyFeO																									5				
AlErGdOY																							1						
BiNdORu					9						2																		
AlCrOPrY																	6												
CeCuErOSrZn			1																										
NaNbNdOTi										1																			
ErFHLaOYb																							6						
BrCeSSi				1			1																						
CClHNOTbZn	1								2					3	1			1	4	6	3	7	2	5	3	2	2		
CeCuGdHgMoOSr					1																								
CHNPRuY																			12										
IrMgOPr															1														
DyTb		3																											
CsITb																													
BaCaCuLaOPr			4					5																					
AuCuMgY												1																	
CeGaOSmSr														2															
CHKNNaOYb															2														
CoFeGd	1	6						4							1					1	1	1	4	1					
BaCaCuLaOPt																													
AlCErFNaOSiYYb																													
ClOPbTeTmYb									5																				
DyTe						1																	1						
BaCaEuLiOSrW													9																
CHNOTb	20	18	27	25	49	21	37	79	71	48	76	121	91	69	57	57	113	147	126	157	157	146	195	148	181	144	101		
BaEuFGdTb																					14								
BCaCeFNaOTb																				6									
CClHNOPSSc													1																
AsCaCeFePd																			8										
HoMgPt																	1												
BiCaEuMoNaOSiY																2													
AlNiPdSm														1															
CDyGaHNNaO																									2		1		
BiCaOSrTm						1																							
CFHOSiSm																													
BCaLaN																													
BaCaNdOSb																								5					
CaCuOPbPrSrTi					5																								
STaTb	1																												
BCaLaO	5					3			1		1																1		
BaCaNdOSc																										6			
LuNaOSi		1																											
LaOSeV																						5							
ErFeOYb																								2					
BEuOPrY																													
AlBCoDyFeMoNd	1																												
CClHLiOSiTb																						1							
DyTl																													
CaCuOPbPrSrTl																													
AlCrFeOY													3																
CaEuLiOSiSr														7							1								
CsITm																													
CFeOY													1							1									
LuNaOP																											2		
BCeCoH		1																											
CdHoS																													
BCaGdNdOSi																						6							
CuGdLa																													
BaGdGeMnOSb																							1						
BCErFe							1																						
BaErOTiYYb																										4			
EuHNRb																													
CClHNOPSSm																													
NdOSbY																						1							
CHNOTm	7	3	11	15	16	11	10	15	10	17	19	22	9	12	10	9	15	21	11	11	23	13	12	10	24	15	18		
BaEuKOP															1							6				2			
DyHMoO															2							1							
HKLiNaOPTbW																										1			
HKNdOTi						1															3		2		1				
BrEuHMoOP																		1											
BaIrORuSm																													
CoDyHKNaOSbW																									1				
BCHOSiTb											2																		
CeOSbSe																							1						
CCuDyHNOP															1					2									
BrCuDyHN	1																												
ClNdOSeSr												1																	
LuNaOW					1																								
BCHLuOP																									1				
BaEuKOW																						1							
CCuDyHNOS				1									1			1				2			2						
BaILa							1																						
CaEuFOPTeZn																								1					
AlLaMgOPr																							3	4					
HfLaMgMoOWZn																											1		
BaCeNaOScSiTb																					7								
KOSrTeY																											1		
BrCClHIOPYb																									1				
BiCuOSrYZn																													
CdCuOPbSmSr																													
CdEuSb	1												1		1					2	1			1					
AlCaHfLaOYb																										9			
AgGeNdSe														1															
NaOTeTm																					1								
CGdHNPSe					1																						1		
CCuDyHNOW																		1		1		1							
AlBCoFeHfMoY													1																
BFeMnY																													
IrLaOSrZn																						1							
BCeCoFeMoNdPr																													
CdEuSe																		5											
CClHLaLiNO									2	1							1	1						1					
AsCHKLiOWY																				2					1				
BCNiTmU						1																							
EuLaOPPbSiZr				2																									
BaCaLaOSrTi																									5		1		
CDyHNNiO			1					1		1	1	3	2	2	3	5	4	8	6	11	13	4	10	10	6	4	4		
CrOPY																						3							
CClHOSnY																													
CGdHNPSi															1														
CeCuOSmSr					1																								
AlCoLaMnNdNi				3																									
ErFLiLu																									1				
CaCeNi						1																							
CeCoGdO												3									2				3				
CeScSi				3																									
CuGdLu																													
LaTeU																													
BCNiTmY					2																								
AlCaCeOSiSrTb											1																		
GdHMoNOP										2																			
CCeCoHNOP							1						2		5				9		2			1					
CClEuHHgNO																							1	1	1				
CdEuSn																													
AuFeNd	1		1																										
AlCeCuHNi																													
BaBiCeKNbOSiZr																									5				
ErGeNaOYYb																							1						
FeGaNSm				3	4																								
BiCHNOTb								2							2									1		1			
LaMnOPbTi		6			5	4									3	3													
BCoDyGd																													
CHKMnNaOSiWYb																			1										
NdOPRbSr																													
GaGdInPt																								1					
KLaOPd												1																	
HgLaMnO								1																					
FeMnNdNiO									7																				
CoLaMgNiTi															4														
FeY	9	8	4		2	2	3	1	1	2			2						2										
HoMnOTa	1				2				1																				
CHNdOP			8	2		1	1		1		2			4	2	3	2	1	10		1	4	8	9	4	2	2		
HMnNd										1		1					25												
HoMnOTb																			1										
GeHKOTbW																													
CeLiSSi																											1		
FHoTh		1																											
CeCuGaOSr		1																											
AlBLiOPbSm																							1						
CHNdOS			1	4		2	2	1	4	3	2	4	5	1	5	2	7	3	1	1	2	3	1	4	3		1		
AlCeOPSi						1																							
NdPZn				1																									
GaGdGeMn														1															
CHNdOU																	1		1										
AlBaFHfInLaNa							1																						
CsOSc														1															
BaCuOSrTlY																													
CeLiSSn																											1		
HoMnOTi																											7		
BrCEuHNOPS																							1						
CDyHKNOSiW																							1						
BCEuFN																						1							
BCHNYb	1			2	1	2		6	3	2	4		1	3	2		1	1		2			1	1		7	3		
HInNdNi				2			4		1		1			1				2	1										
BiOSiY																				8									
CrOPr						1	1			2			1																
KMoOYbZr																						1							
CaCoCuOPbSrY																													
CdGeLaS																								1					
BiEuLaMgOTi																							5						
CHHoKNOReS																1													
BaCuGdOTi		1																											
MoNdO			1	1	1		1				1	1							2		4	1							
KLaOPt														1															
CoHMgTb																				2							1		
BaCuGdOTl																													
COSrY														1															
MoNdS																													
GaHoTi																													
CCeGd																													
CaErLaMoNaOYb																					2								
CClErHOP							1		4										1			1		7	1				
BCHoPd										1																			
CHNSeSiYb																											1		
CCeGe																1			1										
CaOSSrYbZn																													
ClGdIn																													
CCaY		3																											
BNiOY																													
CClErHOS																				1			1						
BaCaErO																													
CoFeHY																													
BiClGdIO																											6		
CFeHKNNaOSiTbW																1													
AsNd																													
BiNdOSr																													
HoLaOZr																					4								
OPSmSrU																								1					
AlErOZr																	1												
HInPdTb																		1											
CeGdMgOSTi															1														
AlNiPdTb								4		1			1																
CHNOUY											1					1		1											
BiFeKNbOYb																					1								
CuPYbZn																													
CClErHOY																					1								
BrHKNdOS																										1			
BFeSmV																													
BEuOSrY												5												1					
GaLuMgOZn																													
EuFKLa																4										1			
CFFeHLaO																													
OPSmSrY																													
HfOPScZr																													
CoInNd											1																		
CGeHNSm																													
CaCuOPbSrTlTm																													
AlLuMgMnO																						6							
BRuYb																													
BBaCeCuOSrY																													
BHNiPr	1	1																											
BaEuNOP																									1				
AlMgNaNdO					1																								
AuCeFe																						1							
MoOPrSb																1													
CeCuEuOSrTa		1																											
CuKLaO		1		17																									
MgOSiTbY															4														
CClHNOPSTb																													
AlCoGdSc																										1			
PtRuY																1													
EuFKLi								1	1																				
FHoMoO													1									1							
BaIrORuTb										1																			
CuKLaS																							1						
CaCeOP						1	1			1											7								
ClGdHLi																													
NiTbZn												2																	
LuNaOTi	1																												
HMoOSY													1																
BiInOY	2																												
CoHLaSn		1																											
HIOSeY																							1						
MoOPrSi																													
DyMnNiO			1											1															
CeOSeSi									1																				
AlCoGdSi																											1		
CGdHNSSb												1																	
BaBiOTiYZn																								5					
CHINPSiY																	1	1											
CeCuEuOSrTi					1			4																					
AlBaFLaNaZr	4							10				1													1				
NiTbZr																					2								
BKLuOSc																											1		
AlGeNd																1						2							
BiLaNaOSrTi																								3					
CaCeOV					4	1		2									1												
CoFeHo																1					3								
CHMnNOSSm																			1										
ErGdOVYYb																										5			
BrOSmW											1																		
CdCuLu			1											1															
CuNdORu																										1			
LuNaPS																						1							
AlCoGaTb																								1					
CaNdO										1															3				
CaCeOY																	3										3		
ClCsNaY																													
BiFeGd								1																	3				
CaHLaNbO																													
EuFKLu																								1					
BaIrORuTm										1																			
EuOSrTaTi															1														
MoOPrSr											10						1												
CeCuOPbPrSr						1																							
CuGdMg						1					1	1		1		1			2		1	1	2						
FKPbPr																													
CaNdS											3																		
BaEuLiMoOSr																1													
DyMnNiY				5																									
CaClDyNaOP																													
CeCuOSmTh					4																								
CFeGdHKNOSi																				3									
CsNNdTe																													
BCuFeNbNd	1			2			1			1		1																	
CDyHOPPdS																									1				
CClFeHNNd																						1							
ErFeOZn																											3		
HMnOPr												1																	
EuHNSi					1	2																							
AlFeHLa			1			5									3														
NaSeSiSm											1																		
ErFLuNaTm																							5						
BBiGdO																					4								
CeCuGdNiOSr	1	1																											
AlBaGaLuOSiZn																										1			
CoHoMnSn												5																	
BFeMoY		1											6		1														
CeCoGeH										1	1																		
BKLuOSr																						1							
CuOPSrY																													
CuGaNd																													
NOSiSrTb																1													
HMoOSm										1												1							
CrHLaNi		1						1																					
EuFeOSb																				1				1					
EuFeOSc																													
EuGdMgOSi																													
CeGdLiOSi																						6							
CdEuNbO																										1			
BaBiFeOSmTi																									3		9		
AlCaCeMgOSi																				5	5								
CuHLaNiSm																													
HMnOY												1																	
CuFOPr																													
CaErFOSi																								1					
BCaCeLiOTbY																											5		
GaHNdNi			1																										
CCeHI										5	1			4						1							1		
CoMoSiY			3																										
BiCuKLaO		1																											
BCeGdNaOY																									5				
AlCoCrFeNiY																									1				
CFePr	1	4	1																							2			
CeCoGeS																				1		1							
CCeHK									2																				
BaFNd		1						11								1	1	1	1										
AlCHKNSm														1															
LiOSiSm																													
EuFeOSm																													
GaNdOSb																								1					
CCeHN	8	2	4	1	10	5	3	12	15	4	16	7	9	5	6	4		6	16	2	8	13	11	8	7	7	2		
BiCaCeOP																				6									
CHNSbSeYb													1																
BaCOY																							1						
CCeHO	13	1	7	4	12	3	9	8	8	12	19	24	10	15	20	12	11	9	18	12	10	16	7	13	21	17	25		
CCeHP																											1		
CHNNaOTmZn																										1			
CeCuSbSn																					1								
ClDyGdOPr																													
CoLaOPdZn																					6								
CGeSm																1													
GaGdGeNi								2																					
CoLaOOsSr																							1						
