compo	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021	2022		
AlCClFHSn																													
BCClCuFHOPS						3				1													1						
AgAuCFHIN															1														
CClCoHNdO																											1		
CFHNNdSi																													
AgAuCFHIO															1														
AlBrCCrHOP																													
BrCFTi												2																	
CClHNNaOPRu			1						1			1								1	3								
BCClCuFHOPW							1																						
CFeHIrNO		2									1			1				1	3	3	2			6	1	2			
CFeHIrNP											2																		
BCHNNaOZn				1																									
CCeCl													1	1		3													
BrCClCoHNOYb					1																								
AuCCuFFeHNOPRuSSiTi													1																
CClFeHInNSi										2																			
CFeHIrNS										1		8			1														
CClHNNaOTa																													
CClHNNaOTb										1						3	2					1							
AlCHINOP									1																				
AlCFHIrNOP													1																
AlCHINOS												2					1												
CClHInNOP	1	1									1					3	1	1		1		6				1	2		
CHNOSZn	34	17	20	40	84	90	69	122	113	127	98	113	106	171	132	125	136	139	192	199	165	172	143	161	159	145	166		
CCuFHIOPSe																													
CClCoFHPRu											1																		
CClHIrNNaOPS					2																								
CClHNNaOTi												5														1			
BCHNdOSi			1	1				1			1		1		4														
CClHInNOS		1	3				2					1			6	9		2	2	3	5	11		4	5	5	9		
CHNaOsP																													
CHNOSZr	2	1	1			1	2	3	12	1			2	2	10	4				9	3		7	2	2	1	4		
CClHNNaOTl																											2		
AsCClHIrOPSn																													
CClHNNaOTm										1																			
CClHInNOW			1																										
CFRe												2																	
BCClFHOSiW							1																						
AuCFeHOP	2	12	15	4			5	3	1	1							6						4	1		4			
AuBCFFeHN													1						1		1						4		
BCClFHOSiY												1																	
CFRh			1																										
AuBCFFeHO																										2			
BCClCrFGaHNO												1																	
AsCFeHOSW																													
AsCHKNaOSmW													1																
CClHIrKNO			1					1	1	1	1	1	8									1	2						
AuBCFFeHP																										2			
AuCFeHOS								3																					
CClHIrKNP																													
BCHNNiPPtS									1																				
BrCFHMg																								1		1	1		
CHIInNOP						1																			1				
BBrCClCoHPRh																	1												
AgAuCFHNOPSb																					3								
BCClFeGeHOSi							1																						
CClHgORe																													
BrCClFeHNO	1	1	7		7		4	3	8	12	4	5	5	18	1	15	3	13	10	7	14	11	9	13	2	18	13		
CHIInNOS																		1				1							
BrCClFeHNP														1						1		2				1			
BCHOOs		1			3									8	4						4								
BrCClFeHNS														1						1		1							
BrCFHMn																													
CCuFHNOSSiTi	2																												
BrCFHMo																													
CHLiPtS				1																									
CFRu							1					1	2																
CHNdOPSi							1																						
CCuHNOPS	4	3	3	4	3	8	6		6	3	24	8	17	14	40	18	10	6	14	4	13	10	20	35	9	3	14		
AsCFeHOSe			1	1		1					1					3					1			1	1				
CCuHNOPU		5																											
BCHIrPS	4						1						1		1	1	1		1	1	4	1	2						
CCuHNOPV							1				2	1																	
CCrHLiN										1								1						1		2			
CCuHNOPW	4			2		2	2		3			2	9	3	5	1	1		2	2	1	3	1	6			2		
CCrHLiO		2		1	1		1			21		6				1				1	2			1	12				
AsCFeHOSi					1																			1					
CClHHgMnOP				1																									
BCCoHHgO																													
AgBCFHNO	1	5		1	7	1	10	9	6	13	5	3	24	25	10	8	9	14	13	21	14	7	10	6	10	4	4		
AgBCFHNP	4	3	1	1	2	2	2		4	1	1	9	5	5		3		8	4	13	10	7	2	4	2	2	4		
CCrFeGeHNOSi																								2					
CHHfOP					1							1		1		2						1	3						
BCClHMnNO					2	21		1	1	3	5	1	1				1		4		1	2	2	2	1	1	3		
CHKNNiOPS			1										1			2							4	1		1			
CHMnMoNOTe																							1						
AsCFeHOSn													1																
AgBCFHNS	3				1		2	1	1	6	3				1		1				3		2		1	2			
CHIrOPTa																													
CHHfOS			1					1	1		1			3		2	2	1	1		1	3							
CHNNaPRe				1																									
CClHHgMnOW																													
BCClHMnNS											6							1											
BrCHHgINNi																													
CFHKSi																1													
BCClFHIrNPS					2		1											1											
CClFeGeHNORu																													
CHHfOV																							4		1				
BrCClHPZr									1																				
CHNNaPRh	1																												
CHIrOPTe			1																										
CCuHNOPb									3	1	2	3			1	1		1							1				
CEuFNOS																1				1									
CCuHNOPd					1		2		1	2	2	4	11	3				3		5									
CLaTl																													
BiBrCCuHIP																								1					
CFHKSn						1																							
CHIrOPTi										1																			
CClFHHfNO												2							1	2									
CHKMoOPS							3																						
BrCCoFFeHP																													
CClHInOP										3			1	1	6														
BiCClFGeHO								1																					
CClCuHNNaO	2					8		4	4	1	1	4	10	4	5	10	3	11	4	2	2	6	5	2	5	1	3		
BCClCoHRuS														2															
CHILiSi																													
AuCClFHNOSW																		1											
CClHInOS	1														2					1									
AlCHNPS						2	1			2				6	1						1	1		2					
CHNNaPRu																						2							
CFGeHIrOPRh																	1												
CHNPRhSiSn													17																
CCoNPbS						1																							
CHILiSn				1																									
CClHInOW																													
CCuHNOPr					1			1	2	2					1	1			2		1	1	4		2	1	2		
CGeHKNOPW										2				2															
AlCHNPY																							2						
BCHNSiU		1	1						1							1	3	1		11	1		1		3		1		
CCuHNOPt	1				1				1		5		7	1	2				1		1			1					
BCErNi	2	1																											
CHLiNPPtSi								2																					
BCHNSiV											1		2																
CFHHgNPPd							1																						
BCHNSiW																									4				
CClCoHIOZr										1																			
BCHNSiY						1							4		6		5	2	1	4	2					1	1		
AuCClFHNOSb																1		1	1	2	3	1	3	2	2				
CGdHNOPRe																													
CFHPdSSb		2		1																	3								
BiBrCClHNSe																				1									
AgCFHNNiOS																										1			
AgCHINOPSi																													
CCdHIOTa																						2							
AsCGaMn								1																					
AlCHNPd																								2					
AlCClFHTa											2																		
CGeHKNOPd										1																			
AgCHOPPbS															1														
CClFNReS																													
CClHPWZr																		5											
CFHHgNPPt	3						1																						
AlBCFeMoZr														2															
CCdHIOTi	1																												
CClCoHPRuS																											2		
CCoFeHOSSi							1								1														
BCFHHgNTe																							2						
CCrDyHNOS														1															
CGdHNOPRu												1																	
AlBCH							4	5			8		1									1							
CHKNdO										3						2													
CGaHLiOP		1							1																				
AlCHNPr																5													
CClCoFHPSe																1													
CGaHLiOS				1			1																						
AlBCN							1																						
CClCoFHPSi														1															
AuCClCuHNOPPt		1																											
CFeHIrOP	1	2						5			1				1	3		2											
CFeHKNNaO			2																										
BCHOPU					1		1																1	3		2			
BaCFHNOPRe									2																				
BCHOPV																							1						
CHNSiSmY																													
BrCFHNO																						1							
AsBrCFeHNi	1																												
CHNSSeZn				1								2	1					2		1						1			
BCHOPW				4	9	6	2			2							4	4			1		3	1					
CFeHIrOS	4						1						1																
CFeHKNNaS																													
CCsHINNiO			1		2	2		1																					
CFSW				1																									
BiCHNaOReW																		1											
CHNOPPdPt						1							2					1	2										
BBrCFHORuSi				1																									
CHINNiRhS											1																		
CClFHPdRh	1					2																							
AlCHOSiSm															1														
BrCFHNW																										1			
AlCHOSiSn											3	1																	
BrCClCoHNOZn									1												1								
CClHInNPS				1												1				1									
AsCClHIrOPTl																													
BCHOPb																								1					
AsCHInMnNS														1															
CClFeHORhTe																						2							
AlCHOSiSr											1										3			1					
CDyHNNaOP																								2					
BaCORe																													
BCHOPd			1										4																
CHKNPPb																								2					
CFSc						1																							
BaCFHNOPRu				2																									
AsCClFHOPW		1																											
CCrHPSe	4																		2							1			
CHKNPPd																			1		1						1		
AuCFFeHN				3					3	3			1																
BCFHNOPtRuS											1									1									
BrCCrFNO								1																					
CCrHHgLiOP																													
AuCFFeHP				2	2												1	2				3				1			
AlCFeHIN																							2				6		
CClFHIrNPZn																					1								
CCrHPSi		1				2		1					1				1	1											
CCoCsFHNOPRu												1																	
AuCFFeHS							1																						
AuCFeHPS	6						1	1									1		5			1							
BrCHHgINOP																		1		1									
CHLiMnOSe																													
CCrHIKMnO																			2										
BrCHHgINOS																	1												
CClHIrKOS																	1												
CFSn																1	1						5						
AgBCClFHSb	1																												
CHNdOPTb																										2			
CHLiMnOSi									2							2	2							4					
CHIInNPS								1																					
BCHOPr													1						2										
BrCClFeHOP		1							2										3			1							
CHNPPdRhSi											1			1															
CClHLaNOReSe																1													
CClGaHMnNO																				2									
BCHOPt																		1											
CHKNPPr																											1		
BrCClFeHOS						1																		2	1				
CHPRuSZr						1																							
CHLiMnOSn																													
CHKNPPt																			1										
BBrCFHMnOPPd																													
AgBCClFHSi																			1										
AgAuCFHPSb																									5				
CCoFeSc																		2											
AsCFeHOTe			2								1					2													
CClFeGeHNOSi																					1	2		3					
CHNOPtRb														1				2											
BrCHNOYZn																						1							
CHNOPtRe	2					1				5												3							
AlCFeLaTe														1															
AgBCFHOP		3	2		1	2	3			1	2	1			1	2	2	1	3		2			1		1			
CHNOPtRh																		2			18				2				
CHNNaPSb					1																								
BCClHMnOP			1												11	3		1	4				1						
CCoFeSm													4																
BCHIOReS															9														
AsCClFHOPt									1																				
AgBCFHOS	1	1									1	1				3			1	1									
CHHfPS																				1									
BCClHMnOS									1																				
CHNNaPSe																													
BiCGaHN																			2				3			2	1		
BiCGaHO																													
AgCFFeHNOSSe							1																						
AlBBrCH							1																						
CHNNaPSi													2		2											1			
AsBCFeHNOS												1																	
CHMoSeSi											2						1												
CHNNaPSn								1		2	1													1					
CHNOPtRu		11	3					1							13				6			1	2		4	3			
BCClFGaHN						2													2								1		
BCClFGaHO					1																								
BeCHNNeO								3																					
CClCuFeHMoNOPS										1																			
CFeHNNaOPSSi																				4			4						
CCaFOP								1	1																	1			
CClHLiNNdPSi																													
AlCClHNOSiZr							2																						
CFHNOSSmTi																1													
CClCuHNNbO													2																
CClHInPS															2														
CClFeHNiOSSe																						2							
BrCFHNPRe											1					2								2	1				
CHInLiNOSi		1		1			1	2									2						1						
BCHNPReS	1		1							1																			
AuCClCoHNO																										2	2		
BCHPRuSe					1				4																				
BrCFHNPRh	2			4						1				3		2							1		6	2			
CCrHIrOPSe			1																										
CKOPbW																													
CCuHPSZn																						7							
CFHKOYb																										1			
CHInLiNOSn																	1												
BCHPRuSi			2		1	1		1			1					1	1		5				2						
CClFHNOSbZn																1	1												
BrCClCuHNOPS							2					1		2						2			2			10			
CGdHNOPSe																						2							
CCrHIrOPSi																													
BCFeHLaNO															2								1						
CClGdHNNdO																													
BCClHLiLuN							1																						
AuCClFHNOTe																							1						
BCHPRuSn											1																		
BCClHLiLuO								1																					
CGdHNOPSi						1																					1		
AlCHIrNPSi																													
AgBCFHOs																													
BrCFHOSiSn																					2								
AsCFHNNiPRuS	1																												
BrCFHNPRu		2	4	3	2	5	2	3	2		6	8	5	7	7	6	2	10	6	3	26	14	9	12	4	14	2		
AuCClFeHINP																													
CCoFeHOSTe	2					2																							
CClHNNaOPTi																									2				
CClCuFHNNiO						1		1																					
BrCClCuHNOPb		2			2																								
CClCuFHNNiP																							1						
CHLiNOReW			1																										
CClHINRuS									1	1	1												1						
AuCFeHNPRu													4																
BCCoFHIN			2												2								2						
CClCuFHNNiS																										1			
AsCCoFeHO						2				2																			
CFHIrNOSbZn																			2										
CHHgIPPt																		1											
BCCoFHIS																													
CClHMnNaOSi			2																										
CHNSiSnU																					1								
CHNSiSnV																													
CClHNbOP		6			3		1	2					2						3		1			2			2		
AlCHOSiTc															3														
CHInPSeSi																								1					
CFeHNPPtRu				2	3																								
CClHMnNaOSn																													
BCHMnNNaO																			1										
CClHNbOS			1					2		1						4		2			2			1					
BCClHMoNOP			2	1		3	5	1	3	4	1	1					3	4		1			3	2					
CFeHIrPS																													
CClFHPdSb														7															
CFFeHNOOsP				1															2										
BiCClHNNaOS																													
AlCHOSiTi							1																		1				
BCClHMoNOS		1				7	4	3			1	10		2		1				2			2	1	3				
CCeEr																													
CClFHPdSe																				11									
CClFHIPPbPtS												1																	
CHILiOPSiYb																													
CHNOPRhZn								7		5						1	2	1											
CHMnOPPdS																					1								
BrCFHOU							2																						
AuBBrCCuFHN														2							1								
BCClHMoNOW																										1			
CFeHMnNNiOPS				1																									
CClHNORuS	17	58	24	17	63	27	39	58	58	72	75	71	82	46	61	115	88	135	168	153	90	90	142	154	142	161	148		
CClHLiYb																													
AtCHNO																					1		5		1				
BrCFHOW																													
CClHOsPS	1		3		1							2					1												
CCoGaHLiNOP																						3							
CHNOPRhZr						1				2																			
CClHNORuV																							4						
CClHNORuW		1						1					1												1				
CCrErHNOS												2	2	1							1								
CClHNORuY																				1									
CFTb																										1			
AlBrCHLiOSi												2																	
CCrFeHIrNO											1																		
BCClHRuS			1							7					2	1			1	1		1	1						
CCrHPTe																											1		
CClGaHKMoOP								2																					
BCClHLiOSiYb						2			2																				
BrCClFHMgNSZn																													
BrCCoFeHHgNO																													
AgCCoFHNOPS					2																		1						
CFTh													3																
CCoFeHHgNOSeZn																													
AsCCuHInS									1																				
AsCClGdHNOSe																						1							
CHNOOsP	19	9	9	16	50	10	29	29	19	8	9	42	15	1	22	29	27	12	9	16	37	15	10	10	23	20	9		
BrCHNOYb			1		2			2	1		2	3		4	3			2	1	2		1	1	1	2	1			
CFTi						1		2			1	2																	
CFHPPtSSiTi				4		1																							
CHLiMnOTe																													
CHMgNOSSi																											1		
CHNOOsS	15	9	12	7	20	2	18	11	14	4	10	7	4	1	5	4	8	12	3	1	3	6	4	10	12	7			
CFTl																													
BCCoFHIr														1						2									
CClHNPSTiW						3																							
CHNOPtSV					3																								
BrCHHgINPS																													
BaCOSr																													
CClFHMgN																4													
CHKNOPPd													1			1			15		1								
CClHNPdRuS							1			1																			
CClFHMgO																													
CHNOPtSY																											1		
CHPPdSeSi																													
CHNOOsW							1						1																
AgBCFHHgN																									1				
BCFeHMoNNaO																													
BCFFeHORuSSi									1																				
CFeHNSiU												3	2	4	18	2		2											
AgBCFHHgO					1																								
CClGaHMnOP																													
AgBCFHHgP																				1									
CClCrHNNaO	1				1										1									4					
CClFHMgS																													
CCuHNOSSiW															3							2		1	2				
AlCHHfNO											1	1						3											
CFeHNSiY													2	1	16	1													
AlCClFFeHTe																						2							
CHNOPtSb								2																					
CHNOPVZn													2												1				
AsCHKNOW																							1						
CClGeHNOSiW															1	2													
CFeHNNbOP																													
CHNOPtSe						2	17	6			2					8	6			8			1	1	3		4		
CClHHgNNi									2			2			1														
CCoHIKNOPZr																													
CHIrNOOsP				2																					1				
CHKNOPPt	1				2																						4		
CHNOPtSi					3	2				12	2	1	1	18	3	8	4	2	5	10	6	15	1	2	5	2	1		
AlCHKNaOW																							1						
AgBCFHPS					1															3									
CHNNaPTe															1			1		1									
CGeHPRhSi	1																								1		2		
CClHNOPPtZn		1										4				5													
CHMoSeTe						1																							
CClCuHOPPdRu												1																	
CHNOPtSm															2	2													
CHNOPtSn							1					2	2		1	1				2	2								
CCuHNORb	3																												
BrCHInMnNO										1																			
BrCFHNPSW																				3									
CClHNOPPtZr															2														
CCuHNORe				1		2	3								1				2	1			1	1					
CHNOPtSr																													
BrCClCuGdHNO						1																							
AgCHINdOPbS																											1		
CHNTeTi		1																											
CCuHNORh								1		1												1	2						
BrCHPPd	16	20	12	9	20	9	14	14	16	4	46	12	54	12	13	17	15	19	5	8	8	2	7	9	5	8	2		
AgCHNSeSi																					1								
CGeHRhSiW																											2		
CHNTeTm						1																							
CCeFHMnNOS																				1									
BCHIrRh										1	1																		
CHNPPdPtS																													
AuCFeHNPSW										1																			
BrCCrFHNNiO																				1									
CFFeHNOPReRu														5															
CClHNSSc															2														
BBrCFeHNOP												1			12	9	2	1	6	4	1	3		2		2			
AgCFeHNNiOS									1																				
CCeFH								3		20			9	1	2	14													
CCeFI																													
BCCuFHPPd																				1									
AuCFFeHNNdOP													1																
CCuHKNOReS																						1							
AuCClCoHOP								1	1																				
CCuHNORu		4	4	2	4		8	4				5	2		2	6		5	5	1		1	1	2		1	2		
CCeFN																		1											
BBrCFeHNOW			1																										
BCHIrRu											2	1																	
CClHNSSm	1												1					1	1	1									
BrCHPPt	2	11	5		2	3	9	3	2	10	5	17	4	6	18	3	6	20	3	7	1				3	2			
CClHNSSn	12	6	14	6	2	5	3	2	6	21	22	7	23	27	3	29	18	10	15	15	14	3	2	13	8	21	9		
CClFHINPtSSi																	1												
AuCFeHNPSe														1		2													
AsBrCFFeHP																													
CHMnNOYb											2				2			2		1		1							
AlCHNRb																											1		
BrCClHNOPtRe																									1				
CCuFeSiSm			4																										
BCFeHLaOS																					1								
CGeHKNORb											2																		
CHIMoNPSi																					2				1				
BCCuFHPPt																													
AgCHOPPdS																	1												
CFHKOZn					2										2		2	1											
CCuFHNPPdS																		2											
CCuHNSSeW				1	2	1																							
AlCHNRh																				1						2			
CFeHNPPtSe										1													1				1		
BCFFeHPPdSe																													
CFeHNOsPt						1																							
CHIMoNPSn																													
CFHHgNPRu			1																		1								
BCClCoCuHP																		2											
BrCClFeHNiP									1														1	1					
BCNNb							1																						
AsCHKNaOWYb													1																
CHNOPPdRe										1						1								1					
CClHINPPtSSn																													
CHMoNOPPtS				2				1				6	3							6									
CCeFe	1																			3									
BrCClHNOPtRu																						1							
BCFHINOPZn																				1									
AlCHNRu							2										1												
CCoLaOSr																		2											
CGeHKNORu																			2										
AsBrCFFeHg																											1		
CEuHNOPdS																2													
CClHNbPS																													
BCEuFHN																									1				
BCFHIrOPS	3	2	2		3	1		2		8				2	1			44	35	7	2	5		39		17			
BCFHOPdPt																										1			
CHNiPPdS													1	2															
BCEuFHO			1																1										
BCClFHNNiOSZn										1																			
CGdNiSi										1																			
BaCFHNOPTi									1																				
BCClHMoNPS												1									1								
BCCuFHMnNOP	1																												
CHTaTe																							1						
BCClFHNSiTi	1										1		1		2					1		2		1					
AuCHMnNOPReS								2																					
CHNOPPdRu					1						1	1																	
CClCuDyHNOS																					1								
CCdClFeHINO																													
BCClCuFHOSb									1																				
BCClFHNSiTm																								1					
CClFeHHgNSi																			1										
BCHNOPbS																	2												
BaCOTb										7																			
BCHORb																													
CCdCoHINO																1													
BCHNOPbW																													
BCHORe				2	3						1					4	2			2					6				
CClHHgNOP		1		1		1			4		1	1	1	2	4		1	1	2		2			5	9		4		
BaCOTi	1																												
CFeHKNOPSSi																							1						
BCHORh			1		1	2				9			2		1	1		10		2						1			
CClHHgNOS	5	5	1	10	3		6	3	9	10	4	11	5	11	6	3	2	8	6	18	6	17	5	10		9	9		
BrCFHPb																													
AlCFHOPPdSSi																													
CClHLiZn					2											1			1										
CHKNPRh																1													
CClHHgNOU																													
CClHHgNOV																							1						
BaCOTm																							1						
BrCFHPd	17	15									1																		
CClHHgNOW			1																										
BCFeHOPPtW																		2											
CClHLiZr							1																						
CClHINOPPtS	1																												
BCClFHIOPSW																													
AlCCaOSiY								1																					
CClHINOPPtW				1							4																		
CClHInNRe								1																					
AsAuCHSe																													
BCHORu	14	4	4	2	6	10	10	30	1	3	5	3		5	8	1	4	12		5	12	2		4		3			
CClCrHNNbO																										1			
CClHInNRh									4															2					
AsCClFHORh																								1					
BrCHNOZn	7	3	3	7	12	6	16	15	24	15	24	11	44	21	35	40	29	51	94	72	69	71	41	66	65	53	55		
BCClHLiOSiZr		2																											
CHKNPRu																		8											
CCuFHLuNOS																		1						1	1				
AsAuCHSi		1																											
AuCCuHKNO													1																
CCrCuGdHNO								1							1						1								
AgC			1						1	2	4		15	8															
CCuHNOSU																								1					
CHNOPtTb															2	4							2						
BrCHNOZr		5	4			1		1		1	3	1	2	9				3	10		3	8							
AsCHNPtS			1						1	1																			
BrCFHPt																													
CCuHNOSV							2																						
CClHIrPPtSSe								1																					
CCuHNOSW	1						1		2			1	1		3					2					2				
CHNOPtTe								2																	1				
AlCCaFHNO																							4						
CCuHNOSY																		2					1						
CFFeHNOPReSb			1																										
CHNOPtTh															1														
CHNOPtTi												1																	
BCFeHPPd								1	1																				
AsCClFHORu																													
CHNOPtTl						1	2	4	2		3		2											2					
CHKNNiOSW											2																		
CHNOPtTm															2						1								
CCoHLiNO	4	3	4			3		2			1	5	2	1	15	2		6	1	1	4	1	2	2	2	2			
CRuSc									1					2															
CClHPTeZn			2																			1							
BCHIrSb				1																									
CCuHNOSe									6	1		8	1	5		5	5		1		1	4	3	6	9	2			
BCCuHNaP																		1											
CClFHHgNPPdPt																1													
BCClFHNOPRuS		2		2	2	2	1	2	3	2			4		6	2		4			1				3				
BCHIrSe				1	1						1	2									1		1		1				
CCuHNOSi		1		1	6	4	1	6	4	4	2	2		2	5	7	1	5	21	9	6	22	9	4	9	16	8		
BiCHIPPd																				1									
CRuSm	1																												
CHKNNiOSb												2																	
BCClFHNOPRuW												4																	
BCHIrSi									4																				
CClHNSTa			2					1								2	1				4	1		3		2			
AlBCFHHfN																			2										
BCFeHPPt												1							7										
CClHORhRu										7															2				
CClHNSTb	1																		1			3					1		
CClCuHNNdO		2	1			1		2		4			1					1		3	2				1	1			
CCuHNOSm						1		1	4	2	1	1	1	2	2	4		2	2	2	1	2	1	1	3	2			
CHIrPPtReSSi															1														
BCFFeHNORuS																													
CClHNSTc																													
CHKNNiOSe					1																								
CCuHNOSn	4		1	1								2				5	1	3	4	2		1			2				
CHMoNOSiVZn										1																			
CCoFeHHgNOSSeZn																													
AgCFeHNNiPS					1																								
CKOPdS																													
BCClHIrNPdS																				3									
AlBrCHNiP														1															
CClFeHINOPPd																								1					
CHKNNiOSi														1					2						2	4	10		
CCuHNOSr	2								1			1						1					1				2		
BCClFHIrNSe																											3		
AlCFHNSiTi		1	3			3	1								2														
CHHfRh			1																										
CFHHgNPSb															1														
AuCFHNNaOP					1																								
CClHNSTi	1	1		1	3		3	1	5		7	5			1	5	3	2		1	3	1							
AlBBrCFHNOSb																					1								
BBrCFeHNPW																									2				
CFHHgNPSe									1		1																		
BCClFHIrNSi						1																							
AuCFHNNaOS																			1										
CHKNNiOSn											1					1	1				2								
AuCClHOPSbW																										4			
CHKMoOSb																						2							
BiCHIPPt																				1									
AlCCuFHOSe																	1												
BCFHMnORuS			1																										
CFHLiMoNO	2										1																		
CCoHOSSiTe									1																				
CClHIMgOSb								1																					
CClCoFeHNORhS																3													
CHNOPPdSV									1																				
CFHMoNPdS																													
BCClCoHORuTe																											1		
CHNOPPdSW					4			1			3		3																
AlCHNSb																			1		2					1			
BrCClHNOPtSe										2																			
CClHIMgOSe																													
AlCHNSc												1					1	1											
CFHOPtRuS																						1							
CGeHKNOSb							1																						
CCsFSn																							5						
CFFeHORuS		1			2																								
CHKMoOSi				2											1	6		1						1					
AlCHNSe					7	2		2	1						1	1		3				1					5		
CHPSeSiZn																									1				
CClFeHINOPPt							4																						
CClHIMgOSi																								1					
CClHInRh								1		4																			
AlCHNSi	11	11	22	16	6	14	8	7	12	7	15	9	5	4	6	13	8	3	8	8	3	11	4	12	17	11	9		
CHPSeSiZr	1																												
CHMnOPRhSe																													
CGeHKNOSi																		2				2		1			2		
AlCHNSm							4			2				3	3				2										
CHMnNOZn	2		4			4		1		6		1	4	3	1	3	3		1	1	4		2	1	1	1	1		
CHNOPPdSc																								1	1				
AlCHNSn		3		7										1															
CCeFeHINOSi																				2									
CHMoNNaOP			2			2	1	1					5			2		3		4									
CGeHKNOSn															4						1								
CHNOPPdSe		1	3		3									3	3	1		2	2		1				1				
BCFHIrNPtSe																		1											
BrCFHInPPtSe							1																						
CFHNPSeTi																							1						
CCeGd																													
CHMnNOZr																1											1		
CClCoHIrNNaOS																													
CCeGe																1			1										
CHMoNNaOS		1	1		1	3	1	1					1	3	2			1			2	2	1	1	3	1	2		
CClHIrMoNOSSe							1																						
CCrGdHNOSm						6																							
CHPRhSSiZr																													
CHNOPPdSi		1	2				6		1					1					5	3		1	2		1	1			
CFHNPSeTl																1													
CClHInRu									1	1																			
BCClFeHHgPSn																				1									
CHMoNNaOW		2																											
AlCCoHMgO					3														5										
CCdHNNiO	2					1		2			4	2				1		2		3		2		1					
CDyRuSi				1																									
BrCFHPPtS		1						1				1																	
CCdCuHKNO															1														
CHNOPPdSn					1							1	2																
CFeHKNNdO																													
BCHOSU									1											1				2					
CHHgILiO					1						1																		
CFeOPtTi												1																	
BCHOSV																									1				
CCdHNNiS	2																												
BCHOSW																				4				1					
BaCOUY																													
CCoHOOs				1		6			3		1																		
BrCClCuHNORu																										1			
AuCCrFeHNOP																1													
CFHNOPSbW																						1							
CErHNNaOSnTeW																							1						
CHLrNO											1																		
BCHOSc				2						3		6		1		3						1							
BrCFHMgN																4													
BCCoFHNPZn									1																				
BrCFHMgO																										1			
BCCrHNNiO																													
AuCNORe																													
CHKNPSe																													
CClHHgNPS					2							1			1					1	1			2	1	1	5		
BrCFHMgS																													
AlCTaV																													
BCHNOScSi	1								1		2	2	3	4		3			1	2	10			1					
ArCKrOU																													
CHKNPSi														1	1											1			
CFeHMnNNiORb											1																		
BCFGaH					1	1		6			1	2	1			1								2					
BCHOSm	2	1	1	5	3			2				6	3		1	4		1			1								
BCHOSn	5			5			1	9		1	1	1	2		4		15	11	24	17		11	1		4		2		
BrCClHPPdSe																													
CFGaHNOSSi																													
CClHInNSb																									4		1		
CHKNPSm																					1								
CClFHPPtRhS																			2										
CHKNPSn																								2					
CClCoHNORuS		1																						4					
BCHOSr																	1	1											
CHKNOPRe			8			2						2	1		2										3				
CClHInNSe															1	2							1						
CClHNNdOPSZn																		1											
AlCHINSi				1	4	1	1	1	2								1					1				1			
CHKNOPRh		1														1	2			1									
CHHgKNO																		3											
CCrFeHMoOP									1																				
CFHOOsPRuS															1														
BCClFeHMgNOP								2																					
CClHInNSi	2		1	1				1		1			1					1					1						
CFGaHNOSSr																		1											
CHHgKNS		1																											
CClHHgNPd														1	2														
CClHInNSn							1																						
AsCClFHOSn											1																		
BCClCuHN		2	4	2	5	4	1	1	2		2		5	2	4	3	3	1		4	7	9	3	2	5	3			
CClHORhSb			1	2	2	4	1	3			8	2	1																
AuBCClFeHOPRu																													
CClFFeHNO	12	2	10	2	9	4	5	13	15	18	6	4	5	8	20	20	12	3	8	23	16	16	14	44	21	13	18		
BCClHINOPW																						1					1		
CMnNZn																		4											
CCsGeHNaORuSW									1																				
BCClCuHP	2	1	1			1			1				2		4			1				1	2				6		
AlCCuFFeHOP																				4									
CClFFeHNP	1	3	15	1	3	1	8	7	3	5	4	1	4	1	3	12	1	13	8	14	4	4	9	6	9	11	10		
CHIInNSb																									1				
AgAsBCFHNO																						1							
CHKNOPRu			5		8												2	2		1	1			2	2		2		
CClHORhSe					2			1							2			1											
CClHIrPdSe								1																					
BCHIORhS			1	1																									
CClFFeHNS																		1	1			2			3				
BCFHIOsP																													
CHIInNSe														2															
CRuTa																1													
CRuTb						4																							
CCdClFHNOP																											1		
CClHORhSi				2				1	2				1		4			1							3				
CCuHNOTa																2													
CCoHLiOP		3																						5		1			
CHIInNSi										1			1																
CCuHNOTb								1	4	3	4	1	5	4	5	4		2	5	6	6	5	4	3	6	3	1		
CCdClFHNOS																					3				2				
AgCClCuHOPRu												2																	
CClHHgNPt		1			1					3					1					1				4					
CCuHNOTe									1						1														
CRuTh																													
CRuTi						3																							
CHIInNSn																													
CCuHNOTh						1					2																		
CCoFeHHgNNiOSSe																													
CCuHNOTi									1			1													3	4	3		
BrCHPRe	1		2		1	1																							
CCoFeMnSm																													
AgCClHNNaOPS																1													
CHIrNNaNbOPW	1			1																									
CRuTm																													
BBrCFHNbOSi																													
AsCFeOTe																									1				
CCuHNOTl																			1										
BrCHPRh	1	3		3	1	5		1	2				1		1				3				1		5	3	1		
AlBCClCuHNP																											1		
CHHfSb											2																		
CCuHNOTm									1	2					1	1						3							
BCHIrTl																													
BrCHKOPrSW												2																	
CHHfSe																													
AlBeCH													1																
CCeHI										5	1			4						1							1		
AuCHMnOPReS									1																				
BCHNPRhS		3	6	4			3				2	6	2				8	4	9	1	9				3	1			
BrCClFeHRu						1																							
CCeHK									2																				
BCErRh		1																											
CHHfSi	5	6		2	4		7	13	6	7	2	4	27	8	12			2				5			1	1			
CHInKNOP															2														
BCClHKNO									1										1					1	1		1		
